breakdown_type,group_value,bets,wins,total_staked,total_profit,roi,strike_rate,avg_price,avg_edge
price_band,12-20,52,8,52.0,44.0,0.8461538461538461,0.15384615384615385,12.0,0.08234776327061032
price_band,6-9,203,28,203.0,15.5,0.07635467980295567,0.13793103448275862,7.564039408866995,0.07320061527921067
price_band,9-12,186,19,186.0,4.5,0.024193548387096774,0.10215053763440861,9.948924731182796,0.07686784297001548
price_band,3-6,17,4,17.0,3.3,0.1941176470588235,0.23529411764705882,5.023529411764706,0.08895580072544206
track,Sandown,4,3,4.0,31.0,7.75,0.75,10.875,0.10298298991037469
track,Goulburn,5,3,5.0,20.5,4.1,0.6,8.1,0.06182223257066492
track,Wagga,4,2,4.0,18.0,4.5,0.5,10.375,0.06044307366330194
track,Launceston,9,3,9.0,17.8,1.9777777777777779,0.3333333333333333,8.866666666666667,0.09546134515332089
track,Wyong,10,3,10.0,17.5,1.75,0.3,8.3,0.10156957163800147
track,Rosehill,8,3,8.0,16.0,2.0,0.375,9.8125,0.07194430878391916
track,Penola,1,1,1.0,11.0,11.0,1.0,12.0,0.0687527488125015
track,Cairns,6,2,6.0,10.5,1.75,0.3333333333333333,9.666666666666666,0.10528765912712768
track,Pinjarra,5,2,5.0,10.0,2.0,0.4,7.8,0.05193218627355051
track,Doomben,9,2,9.0,9.5,1.0555555555555556,0.2222222222222222,9.722222222222221,0.07535369663326022
track,Port Macquarie,3,1,3.0,9.0,3.0,0.3333333333333333,11.666666666666666,0.08287196221601983
track,Taree,3,1,3.0,9.0,3.0,0.3333333333333333,10.833333333333334,0.08159622989213462
track,Towong,3,1,3.0,8.0,2.6666666666666665,0.3333333333333333,8.666666666666666,0.11169929407424888
track,Parkes,1,1,1.0,7.5,7.5,1.0,8.5,0.052526252255608405
track,Riccarton,3,1,3.0,7.0,2.3333333333333335,0.3333333333333333,9.5,0.05599518939288245
track,Bordertown,2,1,2.0,6.5,3.25,0.5,8.75,0.05014580232496274
track,Geraldton,2,1,2.0,6.5,3.25,0.5,7.5,0.06786258041011997
track,Kembla Grange,5,1,5.0,6.0,1.2,0.2,9.8,0.12417013456719758
track,Barcaldine,2,1,2.0,6.0,3.0,0.5,8.75,0.0555961079346885
track,Sale,6,1,6.0,6.0,1.0,0.16666666666666666,8.833333333333334,0.07002051916876761
track,Wellington,3,1,3.0,6.0,2.0,0.3333333333333333,8.166666666666666,0.07682933246235764
track,Otaki,4,1,4.0,5.5,1.375,0.25,9.5,0.06521683842508191
track,Randwick-Kensington,2,1,2.0,5.5,2.75,0.5,9.75,0.05997158899837485
track,Gold Coast Poly,2,1,2.0,5.5,2.75,0.5,9.75,0.07706931669264822
track,Ararat,3,1,3.0,5.0,1.6666666666666667,0.3333333333333333,9.5,0.06894319554619448
track,Geelong,7,1,7.0,5.0,0.7142857142857143,0.14285714285714285,9.071428571428571,0.07408194937603428
track,Tamworth,3,1,3.0,5.0,1.6666666666666667,0.3333333333333333,8.5,0.055340385754655275
track,Wanganui,4,1,4.0,4.5,1.125,0.25,8.125,0.1074652502514659
track,Eagle Farm,13,2,13.0,4.0,0.3076923076923077,0.15384615384615385,8.73076923076923,0.07255360409841984
track,Alice Springs,4,1,4.0,4.0,1.0,0.25,9.125,0.09543647126257787
track,Terang,3,1,3.0,4.0,1.3333333333333333,0.3333333333333333,8.0,0.0703746932751765
track,Morphettville,6,1,6.0,3.5,0.5833333333333334,0.16666666666666666,9.25,0.0724670435929582
track,Gatton,5,1,5.0,3.0,0.6,0.2,9.6,0.07868383140654939
track,Albany,6,1,6.0,2.5,0.4166666666666667,0.16666666666666666,9.333333333333334,0.061420447907252755
track,Ascot,9,1,9.0,2.0,0.2222222222222222,0.1111111111111111,9.777777777777779,0.07230803483515494
track,Hobart,6,1,6.0,2.0,0.3333333333333333,0.16666666666666666,8.833333333333334,0.06415539331880184
track,Coffs Harbour,5,1,5.0,1.5,0.3,0.2,6.9,0.06110585240461665
track,Flemington,8,1,8.0,1.0,0.125,0.125,9.25,0.06819455921454307
track,Canterbury,5,1,5.0,0.5,0.1,0.2,6.42,0.08375920165261982
track,Waverley,5,1,5.0,0.0,0.0,0.2,7.42,0.07764671986977276
track,Grafton,7,1,7.0,-0.5,-0.07142857142857142,0.14285714285714285,8.571428571428571,0.058026700326305955
track,Kangaroo Island,1,0,1.0,-1.0,-1.0,0.0,7.0,0.04862943453316132
track,Kyneton,1,0,1.0,-1.0,-1.0,0.0,10.0,0.08737730283904638
track,Corowa,1,0,1.0,-1.0,-1.0,0.0,6.5,0.05609744812434153
track,Kalgoorlie,1,0,1.0,-1.0,-1.0,0.0,8.0,0.0527035489027977
track,Donald,1,0,1.0,-1.0,-1.0,0.0,10.0,0.11594311311209812
track,Gawler,1,0,1.0,-1.0,-1.0,0.0,12.0,0.07700734711777525
track,Dubbo,1,0,1.0,-1.0,-1.0,0.0,8.0,0.07124887279468352
track,Darwin,1,0,1.0,-1.0,-1.0,0.0,10.0,0.15244661424516492
track,Wangaratta,1,0,1.0,-1.0,-1.0,0.0,11.0,0.057036602366782846
track,Tuncurry,1,0,1.0,-1.0,-1.0,0.0,10.0,0.05685067903318017
track,Warwick,1,0,1.0,-1.0,-1.0,0.0,9.0,0.06765063915425652
track,Armidale,1,0,1.0,-1.0,-1.0,0.0,10.0,0.06673450936683004
track,Bunbury,1,0,1.0,-1.0,-1.0,0.0,11.0,0.07888040041660431
track,Caulfield Heath,1,0,1.0,-1.0,-1.0,0.0,7.0,0.05318190486547969
track,Ascot Park,1,0,1.0,-1.0,-1.0,0.0,8.0,0.056948845041194976
track,Ashburton,1,0,1.0,-1.0,-1.0,0.0,6.5,0.07364370041809488
track,Warracknabeal,1,0,1.0,-1.0,-1.0,0.0,8.0,0.08564296901609424
track,Sapphire Coast,1,0,1.0,-1.0,-1.0,0.0,6.5,0.05470333935144653
track,Pinjarra Scarpside,1,0,1.0,-1.0,-1.0,0.0,8.0,0.08407800395248208
track,Port Augusta,1,0,1.0,-1.0,-1.0,0.0,9.5,0.047763654155354635
track,Mudgee,1,0,1.0,-1.0,-1.0,0.0,10.0,0.07378166033702682
track,Naracoorte,1,0,1.0,-1.0,-1.0,0.0,12.0,0.057670866137566626
track,Riccarton Park Synthetic,1,0,1.0,-1.0,-1.0,0.0,11.0,0.045386754273390034
track,Rockingham,1,0,1.0,-1.0,-1.0,0.0,7.0,0.04922034805182349
track,Stawell,1,0,1.0,-1.0,-1.0,0.0,9.5,0.08526329583462547
track,Ipswich,10,1,10.0,-1.5,-0.15,0.1,8.25,0.09675269783177064
track,York,2,0,2.0,-2.0,-1.0,0.0,12.0,0.08449540664192293
track,Waipukurau,2,0,2.0,-2.0,-1.0,0.0,7.75,0.12177742519200382
track,Trentham,2,0,2.0,-2.0,-1.0,0.0,11.5,0.08956544417141649
track,Rotorua,2,0,2.0,-2.0,-1.0,0.0,7.5,0.09387971932422326
track,Tauherenikau,2,0,2.0,-2.0,-1.0,0.0,9.0,0.05610159328218381
track,Wodonga,2,0,2.0,-2.0,-1.0,0.0,9.0,0.051203738299181734
track,Beaudesert,2,0,2.0,-2.0,-1.0,0.0,7.5,0.07119704556623162
track,Hamilton,2,0,2.0,-2.0,-1.0,0.0,9.25,0.05342059417037564
track,Horsham,2,0,2.0,-2.0,-1.0,0.0,9.75,0.09943513248317544
track,Ellerslie,2,0,2.0,-2.0,-1.0,0.0,10.0,0.05609931265777584
track,Gundagai,2,0,2.0,-2.0,-1.0,0.0,10.25,0.09824618196248795
track,Bairnsdale,2,0,2.0,-2.0,-1.0,0.0,7.0,0.07766177183443557
track,Balaklava,2,0,2.0,-2.0,-1.0,0.0,6.75,0.11090998739624898
track,Nowra,2,0,2.0,-2.0,-1.0,0.0,5.5,0.07684941521830899
track,Rockhampton,2,0,2.0,-2.0,-1.0,0.0,7.5,0.06691149800883002
track,Queanbeyan,2,0,2.0,-2.0,-1.0,0.0,10.0,0.07755331320802111
track,Muswellbrook,2,0,2.0,-2.0,-1.0,0.0,9.75,0.08712903970305158
track,Gold Coast,10,1,10.0,-2.0,-0.2,0.1,8.95,0.06159230215118985
track,Echuca,3,0,3.0,-3.0,-1.0,0.0,9.0,0.07541017851045935
track,Kerang,3,0,3.0,-3.0,-1.0,0.0,8.833333333333334,0.10919653434517212
track,Devonport,3,0,3.0,-3.0,-1.0,0.0,8.166666666666666,0.054601217985594246
track,Belmont,3,0,3.0,-3.0,-1.0,0.0,9.0,0.06289219248130867
track,Werribee,3,0,3.0,-3.0,-1.0,0.0,9.5,0.07004263043519844
track,Albury,3,0,3.0,-3.0,-1.0,0.0,7.833333333333333,0.08030292342837886
track,Bendigo,3,0,3.0,-3.0,-1.0,0.0,11.333333333333334,0.0889350405888933
track,Mornington,3,0,3.0,-3.0,-1.0,0.0,9.0,0.061554166180861014
track,Matamata,3,0,3.0,-3.0,-1.0,0.0,7.5,0.06401921111350443
track,Oakbank,3,0,3.0,-3.0,-1.0,0.0,9.0,0.0646217727418752
track,Moe,3,0,3.0,-3.0,-1.0,0.0,9.0,0.08378017350695055
track,Scone,3,0,3.0,-3.0,-1.0,0.0,11.666666666666666,0.06448115858271199
track,Caulfield,4,0,4.0,-4.0,-1.0,0.0,9.875,0.09133714105446356
track,Townsville,4,0,4.0,-4.0,-1.0,0.0,8.625,0.06683418502904187
track,Port Lincoln,4,0,4.0,-4.0,-1.0,0.0,8.125,0.0632549018907522
track,Pukekohe,4,0,4.0,-4.0,-1.0,0.0,10.25,0.06278210991201619
track,Riverton,4,0,4.0,-4.0,-1.0,0.0,9.5,0.055383114602680375
track,Gosford,4,0,4.0,-4.0,-1.0,0.0,9.5,0.06436232083137938
track,Dalby,4,0,4.0,-4.0,-1.0,0.0,8.75,0.06909219494523872
track,Canberra,5,0,5.0,-5.0,-1.0,0.0,8.8,0.06817202620342402
track,Yarra Valley,5,0,5.0,-5.0,-1.0,0.0,9.3,0.07922713938600794
track,Warrnambool,5,0,5.0,-5.0,-1.0,0.0,8.1,0.08185940198351559
track,Toowoomba,10,1,10.0,-5.0,-0.5,0.1,7.6,0.06698311991709831
