breakdown_type,group_value,bets,wins,total_staked,total_profit,roi,strike_rate,avg_price,avg_edge
price_band,9-12,117,14,117.0,26.0,0.2222222222222222,0.11965811965811966,9.905982905982906,0.08588151973637614
price_band,6-9,183,28,183.0,25.5,0.13934426229508196,0.15300546448087432,7.262295081967213,0.07934588094342103
price_band,12-20,94,8,94.0,6.0,0.06382978723404255,0.0851063829787234,13.063829787234043,0.09244302503621211
price_band,<3,1,1,1.0,1.9,1.9,1.0,2.9,0.09120982517441384
price_band,3-6,40,4,40.0,-20.2,-0.505,0.1,5.0475,0.07673756322551828
track,Sandown,6,4,6.0,44.0,7.333333333333333,0.6666666666666666,11.083333333333334,0.09256354640688745
track,Wagga,6,3,6.0,22.0,3.6666666666666665,0.5,9.333333333333334,0.09015668478084758
track,Goulburn,4,3,4.0,21.5,5.375,0.75,8.5,0.07649266763653739
track,Gunnedah,1,1,1.0,12.0,12.0,1.0,13.0,0.07135264644719497
track,Ipswich,9,2,9.0,11.5,1.2777777777777777,0.2222222222222222,8.777777777777779,0.09479809520965342
track,Launceston,7,2,7.0,11.0,1.5714285714285714,0.2857142857142857,8.414285714285715,0.09204114793914443
track,Tauranga,1,1,1.0,11.0,11.0,1.0,12.0,0.04841991185784324
track,Port Macquarie,2,1,2.0,10.0,5.0,0.5,12.0,0.09084310989019717
track,Wyong,7,2,7.0,9.5,1.3571428571428572,0.2857142857142857,8.285714285714286,0.09993426144223931
track,Towong,2,1,2.0,9.0,4.5,0.5,8.5,0.13998563580495893
track,Parkes,1,1,1.0,7.5,7.5,1.0,8.5,0.08388404488889926
track,Sale,5,1,5.0,7.0,1.4,0.2,8.8,0.08578821848245902
track,Wellington,2,1,2.0,7.0,3.5,0.5,7.75,0.07662775920013039
track,Ascot,11,2,11.0,6.5,0.5909090909090909,0.18181818181818182,8.854545454545455,0.08541463382291146
track,Rosehill,8,2,8.0,6.5,0.8125,0.25,9.375,0.08141938449259994
track,Geraldton,2,1,2.0,6.5,3.25,0.5,7.5,0.06963617456669342
track,Pinjarra,2,1,2.0,6.0,3.0,0.5,7.25,0.08793368221939182
track,Stony Creek,1,1,1.0,5.0,5.0,1.0,6.0,0.0640313106628434
track,Gosford,6,1,6.0,5.0,0.8333333333333334,0.16666666666666666,9.416666666666666,0.08019322103100646
track,Cairns,4,1,4.0,5.0,1.25,0.25,10.5,0.11847757130940627
track,Barcaldine,3,1,3.0,5.0,1.6666666666666667,0.3333333333333333,10.5,0.09789058957333034
track,Terang,2,1,2.0,5.0,2.5,0.5,8.25,0.07804990138542814
track,Canberra,5,1,5.0,5.0,1.0,0.2,10.8,0.08845594706857651
track,Ararat,3,1,3.0,5.0,1.6666666666666667,0.3333333333333333,10.5,0.08459610869704881
track,Waverley,3,1,3.0,4.5,1.5,0.3333333333333333,6.333333333333333,0.0758006679860135
track,Coffs Harbour,2,1,2.0,4.5,2.25,0.5,6.5,0.07060112437618178
track,Alice Springs,7,2,7.0,3.9,0.5571428571428572,0.2857142857142857,8.77142857142857,0.10725554979034209
track,Tuncurry,1,1,1.0,3.8,3.8,1.0,4.8,0.061950694322704836
track,Mornington,5,1,5.0,3.0,0.6,0.2,10.2,0.07435483047894628
track,Kembla Grange,8,1,8.0,3.0,0.375,0.125,9.8125,0.10110314820589976
track,Gatton,5,1,5.0,3.0,0.6,0.2,9.2,0.07573156148600887
track,Canterbury,3,1,3.0,2.5,0.8333333333333334,0.3333333333333333,7.833333333333333,0.08226102460604473
track,Wanganui,6,1,6.0,2.5,0.4166666666666667,0.16666666666666666,7.666666666666667,0.1112454185986233
track,Eagle Farm,13,2,13.0,1.5,0.11538461538461539,0.15384615384615385,8.715384615384615,0.08560803474269951
track,Albany,7,1,7.0,1.5,0.21428571428571427,0.14285714285714285,8.785714285714286,0.07585792669789125
track,Grafton,5,1,5.0,1.5,0.3,0.2,8.2,0.0762251787795418
