breakdown_type,group_value,bets,wins,total_staked,total_profit,roi,strike_rate,avg_price,avg_edge
price_band,12-20,132,13,132.0,28.0,0.21212121212121213,0.09848484848484848,12.454545454545455,0.07867398653140546
price_band,3-6,18,4,18.0,2.3,0.12777777777777777,0.2222222222222222,5.050000000000001,0.09011296424034426
price_band,6-9,188,24,188.0,-1.5,-0.007978723404255319,0.1276595744680851,7.531914893617022,0.07683531975753671
price_band,9-12,203,20,203.0,-2.5,-0.012315270935960592,0.09852216748768473,9.992610837438423,0.07834307068259057
track,Sandown,5,4,5.0,41.0,8.2,0.8,10.9,0.09327202326746475
track,Ascot,15,3,15.0,22.0,1.4666666666666666,0.2,10.633333333333333,0.07139493887376866
track,Goulburn,6,3,6.0,19.5,3.25,0.5,8.916666666666666,0.06795376364194555
track,Wyong,10,3,10.0,17.5,1.75,0.3,8.3,0.10156957163800147
track,Doomben,11,3,11.0,17.5,1.5909090909090908,0.2727272727272727,9.681818181818182,0.07777081419164557
track,Launceston,12,3,12.0,14.8,1.2333333333333334,0.25,9.191666666666666,0.08845995498961752
track,Eagle Farm,16,3,16.0,14.0,0.875,0.1875,9.375,0.07395220092092819
track,Penola,1,1,1.0,11.0,11.0,1.0,12.0,0.0687527488125015
track,Avondale,1,1,1.0,11.0,11.0,1.0,12.0,0.09180698530283841
track,Pinjarra,5,2,5.0,10.0,2.0,0.4,8.6,0.05619280171872447
track,Taree,3,1,3.0,9.0,3.0,0.3333333333333333,10.833333333333334,0.08159622989213462
track,Riccarton,2,1,2.0,8.0,4.0,0.5,9.5,0.060589147405530105
track,Pukekohe,5,1,5.0,8.0,1.6,0.2,10.4,0.06683725391105969
track,Towong,3,1,3.0,8.0,2.6666666666666665,0.3333333333333333,8.666666666666666,0.11169929407424888
track,Wagga,3,1,3.0,8.0,2.6666666666666665,0.3333333333333333,10.166666666666666,0.06461875749548934
track,Parkes,1,1,1.0,7.5,7.5,1.0,8.5,0.052526252255608405
track,Cairns,9,2,9.0,7.5,0.8333333333333334,0.2222222222222222,10.444444444444445,0.09703466666788983
track,Port Macquarie,5,1,5.0,7.0,1.4,0.2,12.2,0.07495999902373002
track,Rosehill,8,2,8.0,6.5,0.8125,0.25,10.75,0.07869292017613358
track,Geraldton,3,1,3.0,5.5,1.8333333333333333,0.3333333333333333,9.333333333333334,0.06427589261939066
track,Otaki,4,1,4.0,5.5,1.375,0.25,9.5,0.06521683842508191
track,Sale,7,1,7.0,5.0,0.7142857142857143,0.14285714285714285,9.0,0.06847766892707174
track,Kembla Grange,6,1,6.0,5.0,0.8333333333333334,0.16666666666666666,10.333333333333334,0.11482973059699252
