breakdown_type,group_value,bets,wins,total_staked,total_profit,roi,strike_rate,avg_price,avg_edge
price_band,12-20,55,10,55.0,65.0,1.1818181818181819,0.18181818181818182,12.0,0.08991404415584152
price_band,9-12,154,18,154.0,25.5,0.16558441558441558,0.11688311688311688,9.866883116883116,0.08793010613427904
price_band,6-9,246,36,246.0,18.5,0.07520325203252033,0.14634146341463414,7.353658536585366,0.08637915423954082
price_band,3-6,89,16,89.0,-10.2,-0.1146067415730337,0.1797752808988764,4.995505617977528,0.0785375876093537
track,Sandown,8,4,8.0,35.5,4.4375,0.5,8.0,0.0981077060215902
track,Doomben,12,6,12.0,33.5,2.7916666666666665,0.5,8.75,0.0864341123017539
track,Wyong,14,5,14.0,27.5,1.9642857142857142,0.35714285714285715,7.614285714285714,0.09176118716213157
track,Geelong,10,5,10.0,25.0,2.5,0.5,8.3,0.08235099080856974
track,Mackay,5,2,5.0,17.0,3.4,0.4,8.6,0.06650664144275721
track,Launceston,10,3,10.0,16.0,1.6,0.3,8.14,0.08404011156831266
track,Goulburn,4,2,4.0,13.5,3.375,0.5,8.125,0.08417486238145189
track,Rosehill,11,3,11.0,13.0,1.1818181818181819,0.2727272727272727,8.590909090909092,0.08588576086633276
track,Toowoomba,11,3,11.0,11.5,1.0454545454545454,0.2727272727272727,8.090909090909092,0.08808526058183254
track,Eagle Farm,12,3,12.0,11.5,0.9583333333333334,0.25,8.1,0.10066795245048048
track,Penola,1,1,1.0,11.0,11.0,1.0,12.0,0.07273723663133518
track,Gold Coast,13,4,13.0,9.2,0.7076923076923076,0.3076923076923077,7.361538461538462,0.08445987339638378
track,Stawell,3,1,3.0,9.0,3.0,0.3333333333333333,8.833333333333334,0.08343816648477032
track,Towong,2,1,2.0,9.0,4.5,0.5,8.5,0.15766282221575695
track,Parkes,1,1,1.0,7.5,7.5,1.0,8.5,0.0805846995005086
track,Sapphire Coast,2,1,2.0,7.0,3.5,0.5,9.5,0.06543280994414526
track,Geraldton,1,1,1.0,7.0,7.0,1.0,8.0,0.05007484740433579
track,Barcaldine,1,1,1.0,7.0,7.0,1.0,8.0,0.12182707720415376
track,Port Macquarie,5,1,5.0,7.0,1.4,0.2,9.9,0.07530979536462376
track,Rotorua,5,1,5.0,7.0,1.4,0.2,8.2,0.08680168590431073
track,Belmont,3,1,3.0,6.5,2.1666666666666665,0.3333333333333333,7.666666666666667,0.07450555524671489
track,Ascot,17,3,17.0,6.5,0.38235294117647056,0.17647058823529413,8.947058823529412,0.08431709711843074
track,Ararat,2,1,2.0,6.0,3.0,0.5,9.5,0.11830967402518186
track,Dubbo,4,1,4.0,6.0,1.5,0.25,8.75,0.07368297548163374
track,New Plymouth Raceway,1,1,1.0,6.0,6.0,1.0,7.0,0.06515322330594822
track,Morphettville,11,2,11.0,5.5,0.5,0.18181818181818182,7.872727272727272,0.0691763995089079
track,Taree,5,1,5.0,5.0,1.0,0.2,8.42,0.07441726126432993
track,Stony Creek,1,1,1.0,5.0,5.0,1.0,6.0,0.08791589472989636
track,Coffs Harbour,2,1,2.0,4.5,2.25,0.5,6.5,0.09999471040678559
track,Sale,8,1,8.0,4.0,0.5,0.125,8.225,0.0815315509586826
track,Waverley,6,2,6.0,4.0,0.6666666666666666,0.3333333333333333,6.433333333333334,0.07030161518678534
track,Kembla Grange,7,1,7.0,4.0,0.5714285714285714,0.14285714285714285,8.285714285714286,0.10474230714882109
track,Cairns,9,2,9.0,4.0,0.4444444444444444,0.2222222222222222,7.777777777777778,0.09249244815922991
track,Orange,1,1,1.0,3.8,3.8,1.0,4.8,0.07959022527967205
track,Wanganui,6,1,6.0,2.5,0.4166666666666667,0.16666666666666666,8.0,0.12857094416133028
track,Pukekohe,6,1,6.0,2.0,0.3333333333333333,0.16666666666666666,7.5,0.07759229660898175
track,Terang,6,1,6.0,1.0,0.16666666666666666,0.16666666666666666,6.483333333333333,0.08861288393150801
track,Albany,8,1,8.0,0.5,0.0625,0.125,7.875,0.09088217347572179
track,Newcastle,6,1,6.0,0.5,0.08333333333333333,0.16666666666666666,7.6499999999999995,0.07365409255070145
track,Caulfield,10,2,10.0,0.5,0.05,0.2,7.6,0.07899831181505253
track,Albury,5,1,5.0,-0.20000000000000018,-0.040000000000000036,0.2,7.76,0.0700544809632829
track,Naracoorte,1,0,1.0,-1.0,-1.0,0.0,10.0,0.054516681450229004
track,Te Aroha,1,0,1.0,-1.0,-1.0,0.0,4.8,0.06145851977169153
track,Swan Hill,1,0,1.0,-1.0,-1.0,0.0,7.5,0.07716891908429906
track,Mudgee,1,0,1.0,-1.0,-1.0,0.0,12.0,0.04360554726558144
track,Nowra,1,0,1.0,-1.0,-1.0,0.0,5.0,0.07931043534535265
track,Port Augusta,1,0,1.0,-1.0,-1.0,0.0,5.0,0.06062256360689064
track,Queanbeyan,1,0,1.0,-1.0,-1.0,0.0,12.0,0.06610332356607403
track,Werribee,1,0,1.0,-1.0,-1.0,0.0,10.0,0.10724445073607754
track,Warwick,1,0,1.0,-1.0,-1.0,0.0,7.0,0.10346601337319364
track,Esperance,1,0,1.0,-1.0,-1.0,0.0,9.5,0.08957618987830399
track,Donald,1,0,1.0,-1.0,-1.0,0.0,10.0,0.13957077687419833
track,Colac,1,0,1.0,-1.0,-1.0,0.0,9.0,0.04148155239136936
track,Home Hill,1,0,1.0,-1.0,-1.0,0.0,6.0,0.061309438596207744
track,Mornington,1,0,1.0,-1.0,-1.0,0.0,8.5,0.05485786347317352
track,Gawler,1,0,1.0,-1.0,-1.0,0.0,8.5,0.07492106911737764
track,Edenhope,1,0,1.0,-1.0,-1.0,0.0,6.5,0.0784499701292378
track,Gundagai,1,0,1.0,-1.0,-1.0,0.0,8.5,0.06072904599018622
track,Gold Coast Poly,1,0,1.0,-1.0,-1.0,0.0,4.8,0.10482340499332479
track,Caulfield Heath,1,0,1.0,-1.0,-1.0,0.0,7.0,0.10099490250545987
track,Cowra,1,0,1.0,-1.0,-1.0,0.0,12.0,0.06530834064564645
track,Bathurst,1,0,1.0,-1.0,-1.0,0.0,5.5,0.06889663158307915
track,Bordertown,1,0,1.0,-1.0,-1.0,0.0,9.0,0.07315048707324814
track,Ballina,1,0,1.0,-1.0,-1.0,0.0,6.0,0.08504666851743004
track,Bairnsdale,1,0,1.0,-1.0,-1.0,0.0,6.0,0.09493054541298565
track,Avoca,1,0,1.0,-1.0,-1.0,0.0,5.5,0.0676290677050723
track,Warracknabeal,1,0,1.0,-1.0,-1.0,0.0,8.0,0.061870367307022126
track,Riccarton Park Synthetic,1,0,1.0,-1.0,-1.0,0.0,11.0,0.08535304175684715
track,Grafton,8,1,8.0,-1.5,-0.1875,0.125,8.4375,0.0834223342112501
track,Wellington,2,0,2.0,-2.0,-1.0,0.0,7.5,0.09156682770481436
track,Tamworth,2,0,2.0,-2.0,-1.0,0.0,8.75,0.06964003903339563
track,Scone,2,0,2.0,-2.0,-1.0,0.0,12.0,0.11623352240403478
track,Wodonga,2,0,2.0,-2.0,-1.0,0.0,7.75,0.10107003935723469
track,Taupo,2,0,2.0,-2.0,-1.0,0.0,9.0,0.12232319649530657
track,Waipukurau,2,0,2.0,-2.0,-1.0,0.0,7.75,0.12882092057486227
track,Narromine,2,0,2.0,-2.0,-1.0,0.0,8.2,0.0858197442359096
track,Otaki,2,0,2.0,-2.0,-1.0,0.0,9.0,0.07559149954595476
track,Oakbank,2,0,2.0,-2.0,-1.0,0.0,8.0,0.1390758818426978
track,Riccarton,2,0,2.0,-2.0,-1.0,0.0,6.8,0.07166261082035696
track,Riverton,2,0,2.0,-2.0,-1.0,0.0,6.75,0.0810718556703609
track,Wagga,2,0,2.0,-2.0,-1.0,0.0,9.25,0.09175981745580725
track,Trentham,2,0,2.0,-2.0,-1.0,0.0,12.0,0.09190449239520926
track,Hamilton,2,0,2.0,-2.0,-1.0,0.0,9.25,0.10334748783510755
track,Kangaroo Island,2,0,2.0,-2.0,-1.0,0.0,8.25,0.10780278307344364
track,Kilmore,2,0,2.0,-2.0,-1.0,0.0,9.0,0.06964800271721264
track,Devonport,2,0,2.0,-2.0,-1.0,0.0,8.0,0.06787543792034748
track,Inverell,2,0,2.0,-2.0,-1.0,0.0,9.0,0.06046865334260151
track,Canterbury,2,0,2.0,-2.0,-1.0,0.0,7.25,0.09376794045022001
track,Corowa,2,0,2.0,-2.0,-1.0,0.0,7.15,0.07617410415762696
track,Ashburton,2,0,2.0,-2.0,-1.0,0.0,5.75,0.072435399397257
track,Rockhampton,2,0,2.0,-2.0,-1.0,0.0,7.25,0.09775863001206281
track,Matamata,2,0,2.0,-2.0,-1.0,0.0,8.75,0.033412917619007367
track,Mt Isa,2,0,2.0,-2.0,-1.0,0.0,7.0,0.13154253489614184
track,Beaudesert,3,0,3.0,-3.0,-1.0,0.0,9.0,0.069041360298557
track,Alice Springs,11,1,11.0,-3.0,-0.2727272727272727,0.09090909090909091,7.681818181818182,0.08162084397480968
track,Gatton,3,0,3.0,-3.0,-1.0,0.0,9.166666666666666,0.0886465944428302
track,Moe,3,0,3.0,-3.0,-1.0,0.0,7.833333333333333,0.10387647796688194
track,Ellerslie,3,0,3.0,-3.0,-1.0,0.0,10.333333333333334,0.07694191769639762
track,Mount Gambier,3,0,3.0,-3.0,-1.0,0.0,9.333333333333334,0.06405681529557396
track,Warrnambool,3,0,3.0,-3.0,-1.0,0.0,7.833333333333333,0.12214370923216829
track,Tauherenikau,3,0,3.0,-3.0,-1.0,0.0,7.833333333333333,0.06292176478432117
track,Pinjarra,3,0,3.0,-3.0,-1.0,0.0,7.333333333333333,0.0744047641290105
track,Murray Bridge,3,0,3.0,-3.0,-1.0,0.0,7.0,0.1088273510204296
track,Narrogin,3,0,3.0,-3.0,-1.0,0.0,8.0,0.0792673497251768
track,Pinjarra Scarpside,3,0,3.0,-3.0,-1.0,0.0,9.666666666666666,0.09929632892925681
track,Port Lincoln,9,1,9.0,-3.0,-0.3333333333333333,0.1111111111111111,7.144444444444444,0.09189409493360201
track,Warwick Farm,3,0,3.0,-3.0,-1.0,0.0,8.833333333333334,0.14939449353085266
track,Yarra Valley,3,0,3.0,-3.0,-1.0,0.0,8.5,0.08010260313289695
track,Townsville,3,0,3.0,-3.0,-1.0,0.0,7.166666666666667,0.07983254129795873
track,Kerang,3,0,3.0,-3.0,-1.0,0.0,8.833333333333334,0.10635318763176733
track,Echuca,3,0,3.0,-3.0,-1.0,0.0,8.5,0.12704109692631213
track,Balaklava,4,0,4.0,-4.0,-1.0,0.0,6.0,0.09620998371614348
track,Gosford,4,0,4.0,-4.0,-1.0,0.0,6.725,0.07437373462125972
track,Dalby,5,0,5.0,-5.0,-1.0,0.0,8.3,0.08476714502617769
track,Kyneton,5,0,5.0,-5.0,-1.0,0.0,8.7,0.05371634589637313
track,Kilcoy,5,0,5.0,-5.0,-1.0,0.0,9.9,0.08826151680471214
track,Darwin,5,0,5.0,-5.0,-1.0,0.0,7.0,0.08458041561607951
track,Muswellbrook,5,0,5.0,-5.0,-1.0,0.0,7.2,0.06873509878112083
track,Randwick,6,0,6.0,-6.0,-1.0,0.0,9.916666666666666,0.06469964595982396
track,Bendigo,6,0,6.0,-6.0,-1.0,0.0,9.5,0.07174852102638891
track,Canberra,6,0,6.0,-6.0,-1.0,0.0,7.316666666666666,0.07469970561821161
track,Hawkesbury,7,0,7.0,-7.0,-1.0,0.0,7.857142857142857,0.09825531327426103
track,Seymour,7,0,7.0,-7.0,-1.0,0.0,9.285714285714286,0.07396460497858993
track,Flemington,8,0,8.0,-8.0,-1.0,0.0,8.7875,0.06798048161038056
track,Hawera,8,0,8.0,-8.0,-1.0,0.0,7.1,0.07953513487961496
track,Ballarat,10,0,10.0,-10.0,-1.0,0.0,9.45,0.08817500044442808
track,Ipswich,10,0,10.0,-10.0,-1.0,0.0,8.55,0.11381068885593645
track,Cranbourne,10,0,10.0,-10.0,-1.0,0.0,6.93,0.08697901334887377
track,Pakenham,15,1,15.0,-10.0,-0.6666666666666666,0.06666666666666667,7.98,0.08045233486616864
track,Sunshine Coast,12,0,12.0,-12.0,-1.0,0.0,8.916666666666666,0.09483405278206795
distance_band,sprint,254,42,254.0,56.4,0.22204724409448817,0.16535433070866143,8.035433070866143,0.0878554610658409
distance_band,middle,243,30,243.0,25.9,0.10658436213991769,0.12345679012345678,8.309053497942386,0.08447134890821352
distance_band,staying,47,8,47.0,16.5,0.35106382978723405,0.1702127659574468,7.9361702127659575,0.0826340663402192
condition,Soft (5),86,17,86.0,61.1,0.7104651162790698,0.19767441860465115,8.30232558139535,0.08254443162616827
condition,Good (4),254,40,254.0,54.9,0.21614173228346456,0.15748031496062992,8.162204724409449,0.08506172151520103
condition,Soft (6),62,9,62.0,13.3,0.21451612903225808,0.14516129032258066,8.338709677419354,0.0804028757221228
condition,Heavy (9),13,2,13.0,4.5,0.34615384615384615,0.15384615384615385,8.384615384615385,0.09466359537303164
condition,Soft (7),22,4,22.0,4.5,0.20454545454545456,0.18181818181818182,8.295454545454545,0.08953160791717935
condition,Firm,3,0,3.0,-3.0,-1.0,0.0,6.733333333333333,0.060913950965906495
condition,Heavy (8),27,3,27.0,-6.0,-0.2222222222222222,0.1111111111111111,7.522222222222222,0.09249609627826552
condition,Good,15,1,15.0,-7.0,-0.4666666666666667,0.06666666666666667,7.22,0.08756028064854247
condition,Heavy (10),14,1,14.0,-8.0,-0.5714285714285714,0.07142857142857142,7.1499999999999995,0.09547831568427079
condition,Good (3),48,3,48.0,-15.5,-0.3229166666666667,0.0625,8.452083333333333,0.09386646121209287
field_size,10,65,12,65.0,34.8,0.5353846153846153,0.18461538461538463,8.470769230769232,0.0906373762968682
field_size,12,73,12,73.0,19.9,0.2726027397260274,0.1643835616438356,8.26986301369863,0.0840300299903002
field_size,13,60,9,60.0,16.8,0.28,0.15,7.88,0.0926839935068548
field_size,9,43,7,43.0,13.5,0.313953488372093,0.16279069767441862,7.53953488372093,0.08325699530081489
field_size,15,35,7,35.0,12.700000000000001,0.3628571428571429,0.2,7.948571428571428,0.08164032312731927
field_size,14,66,9,66.0,11.5,0.17424242424242425,0.13636363636363635,8.356060606060606,0.07686260247543386
field_size,7,7,2,7.0,9.5,1.3571428571428572,0.2857142857142857,8.214285714285714,0.10321501072586646
field_size,17,21,3,21.0,7.8,0.37142857142857144,0.14285714285714285,8.8,0.08921052026068556
field_size,16,31,3,31.0,1.0,0.03225806451612903,0.0967741935483871,8.203225806451613,0.08727840053804495
field_size,11,70,10,70.0,0.7999999999999998,0.011428571428571427,0.14285714285714285,7.97,0.08485374166430602
field_size,19,8,1,8.0,0.5,0.0625,0.125,9.1375,0.07060977098820295
field_size,22,1,0,1.0,-1.0,-1.0,0.0,8.5,0.1640246926585912
field_size,21,2,0,2.0,-2.0,-1.0,0.0,9.0,0.06754978311068549
field_size,5,2,0,2.0,-2.0,-1.0,0.0,7.0,0.08803593558889691
field_size,18,20,2,20.0,-4.5,-0.225,0.1,8.545,0.08152863053650443
field_size,8,25,3,25.0,-5.5,-0.22,0.12,7.82,0.0872427811544648
field_size,6,7,0,7.0,-7.0,-1.0,0.0,6.3428571428571425,0.1039480277575461
field_size,20,8,0,8.0,-8.0,-1.0,0.0,9.15,0.10098748975576312
market_rank,4.0,159,25,159.0,47.0,0.29559748427672955,0.15723270440251572,8.20125786163522,0.0874819040630068
market_rank,7.0,10,4,10.0,35.0,3.5,0.4,10.9,0.09208735692585115
market_rank,6.0,48,6,48.0,19.0,0.3958333333333333,0.125,10.260416666666666,0.08074269128719398
market_rank,3.0,133,19,133.0,3.900000000000002,0.029323308270676706,0.14285714285714285,7.076691729323309,0.08409202305409325
market_rank,5.0,125,14,125.0,1.0,0.008,0.112,9.464,0.08885918249903735
market_rank,2.0,62,12,62.0,-0.09999999999999964,-0.001612903225806446,0.1935483870967742,5.65483870967742,0.08233928533684738
market_rank,8.0,3,0,3.0,-3.0,-1.0,0.0,12.0,0.0919173969795158
market_rank,1.0,4,0,4.0,-4.0,-1.0,0.0,4.2,0.08676393898767984
model_rank,3.0,145,22,145.0,66.5,0.4586206896551724,0.15172413793103448,9.273103448275862,0.06572859643423469
model_rank,2.0,183,29,183.0,54.0,0.29508196721311475,0.15846994535519127,8.408743169398907,0.08359311173431473
model_rank,1.0,216,29,216.0,-21.7,-0.10046296296296296,0.13425925925925927,7.174537037037037,0.10137703742160255
price_quality,FLUC2,544,80,544.0,98.8,0.18161764705882352,0.14705882352941177,8.149080882352942,0.0858926948775915
