race_id,race_number,race_name,competition_id,competition_name,country,class_name,grade,tempo,distance_m,track_status,start_time_iso,field_size,active_field_size,selection_id,runner_number,runner_name,draw_number,jockey,trainer,trainer_location,weight_kg,age,sex,speed_rating,dry_rating,wet_rating,win_percentage,place_percentage,prize_money,career_starts,career_wins,career_seconds,career_thirds,good_starts,good_wins,soft_starts,soft_wins,heavy_starts,heavy_wins,distance_starts,distance_wins,track_starts,track_wins,first_up_starts,first_up_wins,second_up_starts,second_up_wins,horse_jockey_starts,horse_jockey_wins,last_six,form_fig,expected_settling_position,recent_runs_count,recent_wins,recent_places,recent_avg_place,recent_best_place,recent_avg_place_3,recent_avg_place_5,recent_win_rate_5,recent_top3_rate_5,recent_avg_margin,recent_best_margin,recent_avg_margin_3,recent_avg_starting_price,recent_same_distance_runs,recent_same_track_runs,recent_same_condition_runs,recent_days_since_last_run,recent_1_place,recent_1_total_runners,recent_2_place,recent_2_total_runners,recent_3_place,recent_3_total_runners,recent_4_place,recent_4_total_runners,recent_5_place,recent_5_total_runners,recent_6_place,recent_6_total_runners,open_price,fluc1,fluc2,sp_starting_price,live_price,price_quality,finish_place,result_code,status,is_winner,top3_mask,is_duplicate_runner,has_valid_live_price,race_total_runners,race_priced_runners,price_coverage,is_valid_field_size,has_valid_result_labels,condition_rating,suitability_score,recent_place_quality_score,recent_form_score,connection_score,margin_score,freshness_score,class_score,market_rank,price_band,distance_band,has_sparse_recent_form,draw_bias_score,draw_bias_starts,draw_bias_win_rate,jockey_score,jockey_starts,jockey_win_rate,speed_score_norm,market_sanity_score,model_score,model_rank,raw_model_prob,model_prob,market_implied_prob,edge,edge_pct,price_vs_sp,stake,settlement_price,profit,profit_net
10176189,8,R8 Kimick Holdings (Bm64),696,Wyong,Australia,Horses - Aus/NZ,,Fast,1100,Good (4),2026-02-21T06:30:00+00:00,9,7,1167543847,5,Play My Song,7,Leeshelle Small,R P Northam,Scone,58.0,6,m,63.0,95.0,95.0,18.52,33.33,130175.0,27.0,5.0,4.0,0.0,14.0,3.0,10.0,2.0,3.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,6.0,1.0,5.0,3.0,211x41,211x41,Off Pace,6,3,4,2.1666666666666665,1.0,2.0,1.8,0.6,0.8,1.75,0.2,1.1666666666666667,5.0,5,0,4,21.0,1.0,9.0,4.0,9.0,1.0,12.0,1.0,8.0,2.0,8.0,4.0,10.0,14.0,11.0,10.0,11.0,10.0,FLUC2,2,P,finished,0,1,False,True,7,7,1.0,True,True,95.0,0.21587301587301588,0.875297619047619,0.7263330200501253,0.4444444444444444,0.8733333333333333,0.6451818181818182,0.3685615677875118,6.0,9-12,sprint,False,0.14285714285714285,3,0.0,0.04242424242424243,91,3.3,0.7423596195151887,0.09938282187553575,0.5743951502059189,1.0,0.22106314361665744,0.22106314361665744,0.08596061823257284,0.1351025253840846,13.51025253840846,1.0,1.0,10.0,-1.0,-1.0
10179441,3,R3 Dynamic Finance Brokers Tasmania Plate (C4),442,Launceston,Australia,Horses - Aus/NZ,,Fast,1400,Good (4),2026-02-25T02:55:00+00:00,9,7,1167966357,6,Obviously Good,9,Troy Baker,Sigrid Carr,Brighton,57.0,5,g,75.0,100.0,100.0,21.43,35.71,63015.0,14.0,3.0,2.0,0.0,7.0,0.0,6.0,2.0,1.0,1.0,4.0,0.0,2.0,2.0,3.0,0.0,3.0,1.0,7.0,2.0,25x811,25x811,Pace,6,3,4,3.0,1.0,3.3333333333333335,3.4,0.4,0.6,0.9333333333333332,0.3,1.0999999999999999,10.5,1,2,1,26.0,1.0,9.0,1.0,10.0,8.0,13.0,2.0,6.0,5.0,13.0,1.0,5.0,7.0,5.5,6.0,,6.0,FLUC2,7,L,finished,0,0,False,True,7,7,1.0,True,True,100.0,0.22777777777777777,0.8591666666666666,0.6356410256410256,0.2727272727272727,0.8750000000000001,0.6486827978286637,0.3775764290755862,4.0,6-9,middle,False,0.1,6,0.0,0.13584905660377358,45,13.33,0.9522552930346733,0.1675810046288359,0.6058123522099808,1.0,0.2528109901269745,0.2528109901269745,0.1407628757250835,0.112048114401891,11.2048114401891,,1.0,6.0,-1.0,-1.0
10179713,6,R6 Club Quirindi Showcase Lightning Hcp,610,Tamworth,Australia,Horses - Aus/NZ,,Fast,1000,Good (4),2026-02-23T05:30:00+00:00,13,10,1167991920,3,Chandon Star,8,Chelsea Hillier,Ms J Clement,Mendooran,56.5,5,g,100.0,97.0,97.0,25.0,42.86,133900.0,28.0,7.0,2.0,3.0,18.0,7.0,10.0,0.0,0.0,0.0,12.0,4.0,7.0,4.0,5.0,1.0,5.0,1.0,3.0,3.0,504111,504111,Leader,6,3,3,3.6666666666666665,1.0,1.0,3.4,0.6,0.6,2.983333333333333,0.6,1.4333333333333333,13.0,4,1,5,32.0,1.0,9.0,1.0,8.0,1.0,9.0,4.0,8.0,10.0,10.0,5.0,5.0,8.5,11.0,10.0,10.0,10.0,FLUC2,2,P,finished,0,1,False,True,10,10,1.0,True,True,97.0,0.3955387205387206,0.8071428571428572,0.6671428571428571,0.5714285714285714,0.8266666666666668,0.5957796581615253,0.42826852757919476,5.0,9-12,sprint,False,0.125,4,0.0,0.12222222222222223,10,10.0,0.8303313899969316,0.09938282187553575,0.6177065596669639,1.0,0.18870454338340326,0.18870454338340326,0.08284709719920959,0.10585744618419367,10.585744618419367,0.0,1.0,10.0,-1.0,-1.0
10190325,4,R4 Port Lincoln Hotel Hcp (C1),555,Port Lincoln,Australia,Horses - Aus/NZ,,Fast,1210,Good (4),2026-02-25T04:20:00+00:00,11,10,1169132771,2,Renegade Chief,3,Rochelle Milnes,J Dunn & K Bishop,Port Lincoln,60.0,4,g,39.0,100.0,100.0,16.67,66.67,31480.0,6.0,1.0,2.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,302421,302421,Midfield,6,1,4,3.6666666666666665,1.0,2.3333333333333335,3.8,0.2,0.6,3.0,1.3,1.4666666666666668,2.8000000000000003,3,4,4,56.0,1.0,10.0,2.0,12.0,4.0,12.0,2.0,11.0,10.0,11.0,3.0,12.0,5.0,11.0,10.0,9.5,10.0,FLUC2,4,P,finished,0,0,False,True,10,10,1.0,True,True,100.0,0.2797619047619048,0.8272727272727273,0.5822077922077922,0.125,0.7883333333333333,0.19375910009793237,0.456409036660209,3.0,9-12,sprint,False,0.14285714285714285,3,0.0,0.088,142,8.45,0.9522552930346733,0.09938282187553575,0.5566752274837344,1.0,0.1848856489799213,0.1848856489799213,0.08197351475911506,0.10291213422080624,10.291213422080624,-0.5,1.0,10.0,-1.0,-1.0
10193741,7,R7 Metcalfe Real Estate (Bm75),391,Hawera,New Zealand,Horses - Aus/NZ,,Slow,1400,Good (4),2026-02-27T04:40:00+00:00,11,9,1169422482,1,Omega Boy,4,Liam Kauri,Peter & Trent Didham,Awapuni,62.0,5,g,43.0,100.0,100.0,15.0,45.0,115015.0,20.0,3.0,6.0,0.0,7.0,1.0,10.0,1.0,2.0,0.0,10.0,2.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,x22156,x22156,,6,1,3,3.6666666666666665,1.0,4.0,3.2,0.2,0.6,2.6333333333333333,0.1,2.2666666666666666,13.966666666666667,3,0,2,41.0,6.0,12.0,5.0,13.0,1.0,11.0,2.0,14.0,2.0,13.0,6.0,13.0,5.5,5.0,5.5,5.0,5.5,FLUC2,1,W,finished,1,1,False,True,9,9,1.0,True,True,100.0,0.2038095238095238,0.7207167832167832,0.5214298201798202,0.25,0.7683333333333333,0.44534696725615147,0.3934628155608957,2.0,3-6,middle,False,0.2857142857142857,3,33.33,0.05925925925925926,46,4.35,0.9522552930346733,0.18308059161822235,0.5593277693128847,1.0,0.24988932838498534,0.24988932838498534,0.14633875658074214,0.10355057180424321,10.355057180424321,-0.5,1.0,5.5,4.5,4.5
10193906,3,R3 Poco Vino Hcp (C1),410,Ipswich,Australia,Horses - Aus/NZ,,Normal,1350,Good (4),2026-02-26T05:15:00+00:00,9,8,1169440641,4,Caitlin,7,Kelsey Lenton,Nick Keal,Toowoomba,57.5,4,m,72.0,87.0,87.0,100.0,100.0,13700.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1,Pace,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0.45,0.1,0.45,1.85,0,0,1,19.0,1.0,8.0,1.0,5.0,,,,,,,,,6.0,6.5,7.0,,7.0,FLUC2,8,L,finished,0,0,False,True,8,8,1.0,True,True,87.0,0.5333333333333333,0.7200000000000001,0.7849999999999999,0.4,0.95,0.7170074875156094,0.8938350813657494,4.0,6-9,sprint,False,0.13333333333333333,11,9.09,0.13846153846153847,44,13.64,0.38280147284443083,0.14322451078837156,0.5574189365877041,2.0,0.23654578600447462,0.23654578600447462,0.11517105423000273,0.12137473177447189,12.13747317744719,,1.0,7.0,-1.0,-1.0
10197499,4,R4 Baxters Catering (Bm75),642,Trentham,New Zealand,Horses - Aus/NZ,,Normal,1600,Soft (5),2026-03-01T01:55:00+00:00,8,8,1169857618,3,Hoorah Henry,2,Samantha Collett,Ms L Latta,Awapuni,58.5,5,g,76.0,94.0,94.0,37.5,62.5,104845.0,8.0,3.0,2.0,0.0,2.0,2.0,6.0,1.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,512411,512411,,6,3,4,2.3333333333333335,1.0,2.0,1.8,0.6,0.8,2.4,0.4,1.7,7.733333333333333,1,4,4,29.0,1.0,11.0,1.0,11.0,4.0,7.0,2.0,15.0,1.0,12.0,5.0,10.0,6.0,8.5,9.0,,9.0,FLUC2,5,L,finished,0,0,False,True,8,8,1.0,True,True,94.0,0.3207407407407407,0.8956349206349206,0.7353174603174604,0.25,0.81,0.6178698078319815,0.5433148372669871,4.0,9-12,middle,False,0.2727272727272727,7,28.57,0.10424242424242423,157,10.19,0.7102638846271863,0.11074918566775244,0.5741068777545615,2.0,0.18972665410709222,0.18972665410709222,0.08895274055207582,0.1007739135550164,10.07739135550164,,1.0,9.0,-1.0,-1.0
10197574,4,R4 Ennio International Spring Net (Bm72),488,Morphettville,Australia,Horses - Aus/NZ,,Fast,1966,Soft (5),2026-02-28T03:07:00+00:00,10,8,1169870450,6,Andrew's Memory,5,Caitlin Tootell,D Shepherd,Morphettville 1,57.0,6,g,71.0,96.0,96.0,13.51,45.95,183710.0,37.0,5.0,6.0,6.0,32.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,1.0,5.0,0.0,1.0,1.0,523131,523131,Pace,6,2,5,2.5,1.0,1.6666666666666667,2.0,0.4,1.0,1.9833333333333334,0.1,1.2,5.666666666666667,0,1,0,14.0,1.0,14.0,3.0,14.0,1.0,13.0,3.0,13.0,2.0,13.0,5.0,11.0,6.5,7.0,6.5,6.0,6.5,FLUC2,1,W,finished,1,1,False,True,8,8,1.0,True,True,96.0,0.1814814814814815,0.9165384615384616,0.7378228021978023,0.4,0.875,0.6276861713519386,0.39791329456023466,3.0,6-9,middle,False,0.4,1,100.0,0.06753246753246754,69,5.8,0.7869131635471004,0.1544659694839705,0.5952443190673862,1.0,0.2405895207827915,0.2405895207827915,0.12777765827005402,0.11281186251273748,11.281186251273748,-0.5,1.0,6.5,5.5,5.5
10197590,6,R6 Schweppes (Bm72),272,Canterbury,Australia,Horses - Aus/NZ,,Fast,1200,Soft (6),2026-02-27T09:30:00+00:00,14,7,1169871642,8,Mercy Me,12,Regan Bayliss,Nathan Doyle,Newcastle,56.5,3,f,100.0,99.0,99.0,50.0,75.0,60450.0,4.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,5x211,5x211,Leader,6,3,5,2.0,1.0,1.3333333333333333,1.4,0.6,1.0,1.5,0.1,1.1666666666666667,3.1333333333333333,3,0,1,22.0,1.0,8.0,1.0,9.0,2.0,9.0,1.0,9.0,2.0,7.0,5.0,10.0,4.8,6.0,5.5,5.5,5.5,FLUC2,1,W,finished,1,1,False,True,7,7,1.0,True,True,99.0,0.18000000000000002,0.9423611111111111,0.7983234126984127,0.4,0.8783333333333334,0.6865838018880819,0.6287496363517635,3.0,3-6,sprint,False,0.4,1,100.0,0.09019607843137255,94,8.51,0.8853482663393679,0.18308059161822235,0.6455706685957645,2.0,0.24943683643365264,0.24943683643365264,0.14915050787138312,0.10028632856226952,10.028632856226952,0.0,1.0,5.5,4.5,4.5
10197632,8,R8 Ladbrokes Big Bets Summer Middle Distance Series - Heat 6 (Bm70),310,Cranbourne,Australia,Horses - Aus/NZ,,Fast,2025,Good (4),2026-02-27T10:45:00+00:00,9,8,1169877557,4,En Flique,7,Lachlan King,Ben Brisbourne,Wangaratta,59.5,4,m,74.0,100.0,100.0,20.0,60.0,117380.0,15.0,3.0,4.0,2.0,10.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,8.0,3.0,x30121,x30121,Pace,6,2,4,3.6666666666666665,1.0,1.3333333333333333,3.6,0.4,0.8,7.183333333333334,1.0,2.1,6.6000000000000005,0,0,5,9.0,1.0,8.0,2.0,8.0,1.0,12.0,11.0,11.0,3.0,12.0,4.0,6.0,6.0,7.0,6.5,7.0,6.5,FLUC2,4,P,finished,0,0,False,True,8,8,1.0,True,True,100.0,0.26666666666666666,0.8161038961038961,0.6562662337662337,0.3333333333333333,0.7400000000000001,0.5468764125610489,0.46627016699031326,4.0,6-9,staying,False,0.16666666666666666,2,0.0,0.08363636363636363,102,7.84,0.9522552930346733,0.1544659694839705,0.6037048224787099,1.0,0.21641363485995424,0.21641363485995424,0.12619055995076503,0.09022307490918921,9.022307490918921,0.5,1.0,6.5,-1.0,-1.0
10197724,5,R5 Macedon Ranges Glass (Bm56),437,Kyneton,Australia,Horses - Aus/NZ,,Fast,1887,Soft (6),2026-02-27T04:30:00+00:00,17,12,1169886362,1,Duke Of Bedford,5,Jack Hill,Andrew Bobbin,Stawell,61.0,7,g,100.0,96.0,96.0,26.67,46.67,445980.0,30.0,8.0,3.0,3.0,12.0,2.0,14.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,42111x,42111x,Leader,6,4,5,1.6666666666666667,1.0,2.0,1.8,0.6,0.8,7.016666666666667,0.3,6.933333333333334,4.050000000000001,0,0,5,45.0,4.0,9.0,1.0,10.0,1.0,10.0,1.0,6.0,2.0,6.0,1.0,10.0,3.7,8.0,8.5,8.0,8.5,FLUC2,2,P,finished,0,1,False,True,12,12,1.0,True,True,96.0,0.319047619047619,0.8487500000000001,0.7175,0.25,0.2916666666666667,0.3831624646870941,0.46643867644483256,5.0,6-9,middle,False,0.16666666666666666,2,0.0,0.11186440677966102,110,10.91,0.7869131635471004,0.11743528201611521,0.5190102791518009,1.0,0.20068539544389938,0.20068539544389938,0.09577215364902011,0.10491324179487926,10.491324179487926,-0.5,1.0,8.5,-1.0,-1.0
10197967,4,R4 Mitchell & Brown Retravision (Bm58+),360,Geraldton,Australia,Horses - Aus/NZ,,Fast,1931,Good (4),2026-02-28T07:16:00+00:00,9,9,1169923685,5,Miff Muffered Moof,7,Kristy Bennett,Ms J Martin,Geraldton,56.5,6,m,97.0,100.0,100.0,10.26,43.59,115306.0,39.0,4.0,5.0,8.0,39.0,4.0,0.0,0.0,0.0,0.0,7.0,1.0,39.0,4.0,3.0,0.0,3.0,0.0,25.0,2.0,472414,472414,Leader,6,1,2,3.6666666666666665,1.0,3.0,3.6,0.2,0.4,2.1333333333333333,0.1,1.9000000000000001,32.333333333333336,2,6,6,9.0,4.0,10.0,1.0,11.0,4.0,13.0,2.0,9.0,7.0,10.0,4.0,14.0,4.2,7.5,8.0,,8.0,FLUC2,9,L,finished,0,0,False,True,9,9,1.0,True,True,100.0,0.1411647783740807,0.755128205128205,0.5123855311355311,0.10344827586206896,0.8049999999999999,0.5468764125610489,0.36959161370129734,5.0,6-9,middle,False,0.2,1,0.0,0.044444444444444446,19,0.0,0.9522552930346733,0.12495714040802332,0.5415041611755292,1.0,0.2074939481817006,0.2074939481817006,0.10362871242001688,0.10386523576168373,10.386523576168374,,1.0,8.0,-1.0,-1.0
10200939,3,R3 Visy Logistics Tom Patton Cup (Bm74),651,Wagga,Australia,Horses - Aus/NZ,,Fast,1800,Good (4),2026-02-28T04:10:00+00:00,9,7,1170235777,6,Aristocrat,8,Jeff Penza,Matthew Kelley,Canberra,55.0,3,g,37.0,99.0,99.0,22.22,33.33,58600.0,9.0,2.0,1.0,0.0,4.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,716721,716721,Midfield,6,2,3,3.8333333333333335,1.0,3.3333333333333335,3.4,0.4,0.6,3.0,0.2,2.9666666666666663,14.6,0,1,4,8.0,1.0,4.0,2.0,7.0,7.0,10.0,6.0,8.0,1.0,12.0,6.0,8.0,5.0,8.5,8.0,,8.0,FLUC2,5,L,finished,0,0,False,True,7,7,1.0,True,True,99.0,0.3466666666666667,0.7511904761904762,0.5784201717822408,0.4,0.6933333333333334,0.5640763225340655,0.37132418303481796,4.0,6-9,middle,False,0.16666666666666666,2,0.0,0.059770114942528735,79,5.06,0.8853482663393679,0.12495714040802332,0.5777280580483042,1.0,0.2354382121372365,0.2354382121372365,0.10349545414423161,0.1319427579930049,13.19427579930049,,1.0,8.0,-1.0,-1.0
10201154,6,R6 Owner's Pavillion @ Jewel Race (Bm62),366,Gold Coast,Australia,Horses - Aus/NZ,,Fast,1400,Heavy (8),2026-02-28T06:04:00+00:00,11,8,1170265592,6,Music Fever,3,Dylan Turner,Ms P Barron,Gold Coast,57.0,5,m,100.0,100.0,100.0,22.22,55.56,45550.0,9.0,2.0,2.0,1.0,6.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,6.0,2.0,x45221,x45221,Leader,6,1,4,2.8333333333333335,1.0,2.0,2.6,0.2,0.8,1.75,0.2,1.0333333333333334,5.3,0,3,0,22.0,1.0,12.0,3.0,7.0,2.0,12.0,2.0,8.0,5.0,6.0,4.0,9.0,2.2,2.7,2.8,2.6,2.8,FLUC2,1,W,finished,1,1,False,True,8,8,1.0,True,True,100.0,0.5,0.7899945887445887,0.5995625117635988,0.3,0.8866666666666667,0.6525838018880818,0.4453250923457641,1.0,<3,middle,False,0.3333333333333333,2,50.0,0.15833333333333333,88,15.91,0.9522552930346733,0.36243295535255077,0.6578877608180926,1.0,0.40935351682889115,0.40935351682889115,0.2945178177260222,0.11483569910286895,11.483569910286896,-0.19999999999999973,1.0,2.8,1.7999999999999998,1.7999999999999998
10201168,8,R8 Ladbrokes Top 2/3/4 Betting (Bm62),584,Sale,Australia,Horses - Aus/NZ,,Fast,1112,Soft (6),2026-03-01T05:55:00+00:00,11,7,1170268623,5,Sugar Schnapps,3,Luke Currie,"Ben, Will & Jd Hayes",Pakenham 3,60.0,4,m,100.0,99.0,99.0,33.33,100.0,18136.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,212,212,Leader,3,1,3,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.0,0.7333333333333334,0.2,0.7333333333333334,7.400000000000001,1,0,2,19.0,2.0,7.0,1.0,13.0,2.0,9.0,,,,,,,4.8,4.5,4.6,5.0,4.6,FLUC2,2,P,finished,0,1,False,True,7,7,1.0,True,True,99.0,0.3466666666666667,0.7479166666666668,0.6468750000000001,0.25,0.9166666666666667,0.6910074875156095,0.6314038652381962,3.0,3-6,sprint,False,0.2,1,0.0,0.11007751937984496,121,10.74,0.8853482663393679,0.21947092628895565,0.6220630178354736,1.0,0.28687103187457186,0.28687103187457186,0.17473211794315338,0.11213891393141848,11.213891393141848,0.40000000000000036,1.0,4.6,-1.0,-1.0
10222469,4,R4 Entain/Nzb Insurance Pearl Series (Bm65),576,Riverton,New Zealand,Horses - Aus/NZ,,Fast,1400,Heavy (10),2026-03-08T01:45:00+00:00,10,9,1172626323,2,Palace Princess,3,Kendra Bakker,Len & Lacy Stewart,Timaru,58.5,5,m,3.0,99.0,99.0,18.75,37.5,68825.0,16.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,9.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,221714,221714,,6,2,4,2.8333333333333335,1.0,4.0,3.0,0.4,0.6,2.966666666666667,0.3,4.733333333333333,6.933333333333334,1,0,1,16.0,4.0,11.0,1.0,7.0,7.0,13.0,1.0,14.0,2.0,11.0,2.0,14.0,4.4,7.0,7.5,8.0,7.5,FLUC2,2,P,finished,0,1,False,True,9,9,1.0,True,True,99.0,0.24179894179894182,0.806153846153846,0.6076421404682273,0.25,0.5116666666666667,0.6527899406858065,0.3744588952884905,4.0,6-9,middle,False,0.14285714285714285,3,0.0,0.05161290322580645,54,3.7,0.8853482663393679,0.13348191325218584,0.5437140601658705,1.0,0.20501064704039831,0.20501064704039831,0.10768469994593621,0.0973259470944621,9.73259470944621,0.5,1.0,7.5,-1.0,-1.0
10222588,3,R3 Ipswich Party Hire Mdn Plate,410,Ipswich,Australia,Horses - Aus/NZ,,Normal,2200,Soft (6),2026-03-06T04:12:00+00:00,11,9,1172647852,9,Wanna Kiss,8,Frederick Larson,H R Richardson,Toowoomba,56.5,5,m,72.0,100.0,100.0,0.0,50.0,17200.0,6.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,543522,543522,Pace,6,0,3,3.5,2.0,3.0,3.2,0.0,0.6,2.9166666666666665,0.2,1.9000000000000001,11.866666666666667,0,1,3,16.0,2.0,9.0,2.0,7.0,5.0,9.0,3.0,11.0,4.0,10.0,5.0,9.0,6.5,9.5,9.0,,9.0,FLUC2,8,L,finished,0,0,False,True,9,9,1.0,True,True,100.0,0.18000000000000002,0.7612499999999999,0.5060416666666666,0.16666666666666666,0.8,0.6455399406858066,0.32227041196812,5.0,9-12,staying,False,0.2,1,0.0,0.0796875,120,7.5,0.9522552930346733,0.11074918566775244,0.5561001119202301,1.0,0.2583101355547337,0.2583101355547337,0.0894839650542889,0.1688261705004448,16.88261705004448,,1.0,9.0,-1.0,-1.0
10222634,10,R10 Tab Australian Cup Prelude,351,Flemington,Australia,Horses - Aus/NZ,,Fast,2000,Good (3),2026-03-07T06:35:00+00:00,11,9,1172654563,3,Magnaspin,1,Ben Allen,L & T Corstens & W Larkin,Flemington,57.0,6,g,100.0,100.0,100.0,19.51,46.34,1089200.0,41.0,8.0,5.0,6.0,24.0,4.0,13.0,2.0,4.0,2.0,10.0,4.0,13.0,0.0,6.0,1.0,6.0,2.0,2.0,1.0,666121,666121,Leader,6,2,3,3.6666666666666665,1.0,1.3333333333333333,3.2,0.4,0.6,1.6166666666666665,0.5,0.7666666666666666,4.533333333333333,4,1,6,14.0,1.0,7.0,2.0,7.0,1.0,7.0,6.0,12.0,6.0,10.0,6.0,11.0,6.5,9.0,9.5,,9.5,FLUC2,5,L,finished,0,0,False,True,9,9,1.0,True,True,100.0,0.20289449112978522,0.8323232323232324,0.6343759018759019,0.3333333333333333,0.8983333333333334,0.6513528380186053,0.45014932600874596,4.0,9-12,staying,False,0.16666666666666666,2,0.0,0.14347826086956522,84,14.29,0.9522552930346733,0.10476688893500681,0.6129993102572987,1.0,0.2083209272354971,0.2083209272354971,0.09028276498859628,0.11803816224690084,11.803816224690083,,1.0,9.5,-1.0,-1.0
10222639,3,R3 Good Friday Appeal Ottawa Stakes,351,Flemington,Australia,Horses - Aus/NZ,,Fast,1000,Good (3),2026-03-07T02:20:00+00:00,10,8,1172654870,1,Rebel Tuesday,9,Lachlan Neindorf,P Stokes,Pakenham OC,56.0,2,f,20.0,98.0,98.0,50.0,100.0,153640.0,4.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,32x11,32x11,Off Midfield,6,3,6,1.8333333333333333,1.0,1.6666666666666667,2.0,0.4,1.0,1.25,0.1,1.0,2.0,4,0,6,14.0,1.0,9.0,1.0,6.0,3.0,6.0,2.0,6.0,3.0,7.0,1.0,5.0,6.5,8.0,7.5,8.0,7.5,FLUC2,4,P,finished,0,0,False,True,8,8,1.0,True,True,98.0,0.3666666666666667,0.8866666666666667,0.7279289215686275,0.25,0.895,0.6843528380186052,0.7303351098463478,2.0,6-9,sprint,False,0.2,1,0.0,0.1710691823899371,151,17.22,0.8551089291193618,0.13348191325218584,0.6354203218046821,1.0,0.24028613264165513,0.24028613264165513,0.11014528719653437,0.13014084544512078,13.014084544512079,0.5,1.0,7.5,-1.0,-1.0
10230156,4,R4 Get Your 2026 Mvrc Membership Hcp (C3),614,Taree,Australia,Horses - Aus/NZ,,Normal,1000,Soft (6),2026-03-10T05:05:00+00:00,10,7,1173501024,4,Sosueme,8,Anna Roper,R N Godbolt,Port Macquarie,55.0,4,m,65.0,96.0,96.0,12.5,50.0,37025.0,8.0,1.0,2.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,x36515,x36515,Off Pace,6,1,3,3.6666666666666665,1.0,3.6666666666666665,4.0,0.2,0.4,2.6,1.0,3.0666666666666664,5.033333333333334,4,0,1,16.0,5.0,10.0,1.0,11.0,5.0,9.0,6.0,9.0,3.0,9.0,2.0,9.0,4.6,8.5,9.0,7.5,9.0,FLUC2,4,P,finished,0,0,False,True,7,7,1.0,True,True,96.0,0.15714285714285714,0.6756944444444444,0.4699900793650793,0.2,0.6433333333333334,0.6348732740191398,0.3838472077930166,3.0,9-12,sprint,False,0.125,4,0.0,0.07721518987341772,150,7.33,0.7869131635471004,0.11074918566775244,0.48185370520689047,2.0,0.24941401719081652,0.24941401719081652,0.10146161854524613,0.1479523986455704,14.795239864557038,-1.5,1.0,9.0,-1.0,-1.0
10230252,8,R8 Tab We're On (Bm66),667,Warrnambool,Australia,Horses - Aus/NZ,,Fast,1700,Good (4),2026-03-09T06:45:00+00:00,9,7,1173513185,1,Wichitall,2,Christopher Pang,Symon Wilde,Warrnambool,61.5,6,g,78.0,100.0,100.0,21.43,42.86,157475.0,28.0,6.0,4.0,2.0,15.0,4.0,12.0,2.0,1.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,091711,091711,Pace,6,3,3,5.333333333333333,1.0,3.0,3.8,0.6,0.6,4.166666666666667,0.2,2.8000000000000003,15.466666666666667,0,0,5,16.0,1.0,12.0,1.0,12.0,7.0,12.0,1.0,12.0,9.0,11.0,13.0,14.0,4.2,8.0,7.5,,7.5,FLUC2,7,L,finished,0,0,False,True,7,7,1.0,True,True,100.0,0.27037037037037037,0.792027972027972,0.6366060912771438,0.25,0.71,0.6236827978286636,0.41643168716314233,5.0,6-9,middle,False,0.2,1,0.0,0.029333333333333336,67,1.49,0.9522552930346733,0.13348191325218584,0.5939981317650737,1.0,0.25199323278429925,0.25199323278429925,0.10707456978967494,0.1449186629946243,14.49186629946243,,1.0,7.5,-1.0,-1.0
